336
0,1.022472,4.550000,78
1,1.113636,3.500000,82
2,1.172414,3.090909,82
3,1.206897,2.837838,85
4,1.282353,2.595238,88
5,1.345238,2.456522,91
6,1.397590,2.320000,91
7,1.451220,2.203704,93
8,1.512500,2.086207,94
9,1.589744,2.000000,96
10,1.657895,1.909091,96
11,1.729730,1.828571,97
12,1.805556,1.756757,98
13,1.913043,1.714286,98
14,1.985075,1.641975,99
15,2.076923,1.588235,100
16,1.031646,4.527778,139
17,1.081761,3.822222,147
18,1.113208,3.540000,149
19,1.137500,3.370370,153
20,1.162500,3.152542,155
21,1.193750,3.031746,158
22,1.211180,2.867647,158
23,1.243750,2.763889,157
24,1.276730,2.636364,162
25,1.301887,2.555556,164
26,1.327044,2.482353,169
27,1.345912,2.404494,171
28,1.382166,2.333333,172
29,1.401274,2.268041,174
30,1.429487,2.207921,176
31,1.467533,2.152381,178
32,1.490196,2.091743,180
33,1.519737,2.062500,181
34,1.553333,2.008621,179
35,1.577181,1.958333,182
36,1.612245,1.926829,184
37,1.648276,1.881890,183
38,1.685315,1.853846,184
39,1.716312,1.805970,183
40,1.748201,1.773723,185
41,1.781022,1.742857,185
42,1.828358,1.701389,183
43,1.877863,1.673469,186
44,1.914729,1.657718,188
45,1.960317,1.625000,187
46,2.008130,1.593548,186
47,2.049587,1.559748,183
48,1.055118,4.466667,222
49,1.085938,4.028986,219
50,1.105058,3.837838,252
51,1.115385,3.670886,254
52,1.138462,3.566265,256
53,1.152672,3.431818,263
54,1.162264,3.311828,266
55,1.180451,3.204082,267
56,1.186567,3.087379,274
57,1.208178,3.037383,276
58,1.222222,2.946429,277
59,1.235294,2.896552,280
60,1.250000,2.833333,286
61,1.263736,2.760000,289
62,1.273723,2.705426,291
63,1.287273,2.661654,291
64,1.297101,2.613139,300
65,1.311594,2.567376,300
66,1.321300,2.524138,298
67,1.330935,2.483222,300
68,1.345324,2.444444,307
69,1.359712,2.407643,305
70,1.370504,2.366460,308
71,1.379928,2.333333,312
72,1.399281,2.301775,311
73,1.405018,2.279070,316
74,1.420863,2.244318,320
75,1.430107,2.216667,312
76,1.438849,2.185792,323
77,1.454874,2.155080,322
78,1.469314,2.142105,327
79,1.481884,2.119171,325
80,1.494545,2.086294,326
81,1.501818,2.065000,330
82,1.518248,2.049261,332
83,1.527472,2.014493,334
84,1.547794,2.014354,331
85,1.553506,1.976526,336
86,1.572491,1.958333,334
87,1.585821,1.940639,335
88,1.595506,1.918919,338
89,1.611321,1.897778,340
90,1.628788,1.885965,333
91,1.645038,1.865801,336
92,1.659004,1.858369,341
93,1.667954,1.822785,342
94,1.688716,1.815900,342
95,1.705882,1.804979,343
96,1.718254,1.774590,343
97,1.733068,1.761134,342
98,1.758065,1.751004,342
99,1.771429,1.722222,341
100,1.793388,1.701961,343
101,1.808333,1.688716,343
102,1.827004,1.665385,338
103,1.854701,1.662835,341
