336
0,1.000000,4.380952,73
1,1.148148,3.444444,77
2,1.230769,3.200000,79
3,1.269231,3.000000,81
4,1.346154,2.692308,84
5,1.384615,2.571429,86
6,1.480000,2.466667,88
7,1.560000,2.294118,89
8,1.625000,2.166667,91
9,1.666667,2.105263,93
10,1.782609,2.050000,94
11,1.826087,1.909091,95
12,1.954545,1.954545,96
13,2.000000,1.833333,97
14,2.142857,1.800000,98
15,2.142857,1.730769,100
16,1.037736,4.230769,136
17,1.094340,3.625000,141
18,1.134615,3.470588,144
19,1.176471,3.333333,147
20,1.192308,3.100000,150
21,1.230769,3.047619,150
22,1.250000,2.954545,153
23,1.294118,2.869565,155
24,1.333333,2.720000,158
25,1.352941,2.653846,161
26,1.380000,2.555556,163
27,1.420000,2.535714,164
28,1.448980,2.448276,167
29,1.489796,2.354839,168
30,1.530612,2.343750,171
31,1.541667,2.242424,173
32,1.553192,2.212121,173
33,1.591837,2.166667,176
34,1.645833,2.135135,175
35,1.666667,2.083333,177
36,1.702128,2.051282,180
37,1.760870,2.025000,177
38,1.818182,2.000000,181
39,1.840909,1.928571,181
40,1.863636,1.906977,183
41,1.909091,1.866667,184
42,1.953488,1.866667,183
43,2.000000,1.826087,185
44,2.023809,1.808511,186
45,2.073171,1.770833,186
46,2.097561,1.755102,185
47,2.150000,1.720000,186
48,1.041667,4.000000,235
49,1.084211,3.814815,238
50,1.093750,3.620690,252
51,1.115790,3.533333,254
52,1.126316,3.451613,258
53,1.144330,3.363636,261
54,1.166667,3.294118,264
55,1.168421,3.171429,267
56,1.197917,3.108108,272
57,1.208791,3.055556,275
58,1.218750,3.000000,277
59,1.229167,2.950000,280
60,1.242105,2.878049,283
61,1.263158,2.790698,284
62,1.284211,2.772727,289
63,1.294737,2.733333,289
64,1.309278,2.702128,295
65,1.322917,2.645833,295
66,1.340425,2.625000,294
67,1.357895,2.580000,300
68,1.378947,2.519231,302
69,1.382979,2.500000,304
70,1.395833,2.481482,306
71,1.410526,2.436364,307
72,1.421053,2.410714,309
73,1.451613,2.368421,311
74,1.462366,2.344828,314
75,1.478723,2.316667,312
76,1.489130,2.283333,317
77,1.510870,2.278688,318
78,1.521739,2.258065,319
79,1.532609,2.238095,323
80,1.532609,2.203125,323
81,1.565217,2.181818,325
82,1.582418,2.149254,325
83,1.597826,2.130435,326
84,1.615385,2.100000,329
85,1.615385,2.070423,329
86,1.644444,2.055556,330
87,1.658823,2.043478,329
88,1.681818,2.027397,333
89,1.685393,2.000000,335
90,1.704545,2.000000,333
91,1.737500,1.985714,332
92,1.750000,1.960000,336
93,1.755814,1.935897,337
94,1.768293,1.907895,337
95,1.809524,1.924051,339
96,1.827160,1.897436,338
97,1.843374,1.865854,339
98,1.864197,1.864197,340
99,1.864197,1.841463,338
100,1.901235,1.833333,340
101,1.912500,1.800000,340
102,1.924051,1.788235,338
103,1.948718,1.767442,340
104,2.000000,1.770115,337
105,2.000000,1.750000,337
106,2.012987,1.741573,338
107,2.052632,1.733333,333
108,2.068493,1.715909,337
109,2.095891,1.681319,338
110,2.136986,1.677419,337
111,2.152778,1.666667,336
112,1.053846,4.029412,323
113,1.077519,3.756757,330
114,1.084615,3.710526,334
115,1.099237,3.600000,338
116,1.114504,3.560976,342
117,1.125984,3.487805,346
118,1.136364,3.409091,350
119,1.152672,3.355556,355
120,1.159091,3.255319,356
121,1.174242,3.229167,362
122,1.174242,3.163265,364
123,1.189394,3.078431,368
124,1.201550,3.039216,373
125,1.213740,3.000000,374
126,1.219697,2.981482,378
127,1.234848,2.963636,383
128,1.248120,2.912281,384
129,1.251908,2.827586,388
130,1.265152,2.830508,386
131,1.274074,2.774194,394
132,1.285714,2.758065,396
133,1.293233,2.730159,397
134,1.300000,2.682540,402
135,1.305970,2.651515,403
136,1.320896,2.641791,409
137,1.325581,2.630769,410
138,1.338462,2.597015,410
139,1.353383,2.571429,411
140,1.358779,2.542857,416
141,1.364341,2.514286,417
142,1.371212,2.479452,420
143,1.385185,2.493333,424
144,1.390978,2.466667,426
145,1.401515,2.434211,428
146,1.410448,2.423077,430
147,1.417910,2.405063,432
148,1.427481,2.367089,430
149,1.436090,2.358025,435
150,1.447761,2.337349,434
151,1.455224,2.321429,439
152,1.469697,2.309524,437
153,1.477273,2.294118,440
154,1.484848,2.279070,440
155,1.496241,2.261364,444
156,1.500000,2.224719,445
157,1.507576,2.211111,446
158,1.522727,2.208791,449
159,1.527132,2.188889,445
160,1.546154,2.161290,449
161,1.546154,2.161290,450
162,1.561538,2.159575,451
163,1.562500,2.127660,454
164,1.585938,2.114583,455
165,1.593750,2.103093,456
166,1.596899,2.080808,456
167,1.603175,2.061224,458
168,1.625000,2.059406,456
169,1.629921,2.049505,460
170,1.637097,2.050505,456
171,1.658730,2.029126,459
172,1.656000,2.009709,461
173,1.674603,2.009524,462
174,1.682927,1.990385,462
175,1.699187,1.990476,464
176,1.696721,1.971429,459
177,1.713115,1.971698,459
178,1.710744,1.952830,460
179,1.741667,1.935185,461
180,1.750000,1.926605,460
181,1.764706,1.909091,461
182,1.764706,1.909091,460
183,1.779661,1.891892,461
184,1.794872,1.875000,459
185,1.803419,1.867257,462
186,1.826087,1.858407,462
187,1.840708,1.857143,460
188,1.842105,1.842105,462
189,1.858407,1.826087,459
190,1.876106,1.811966,458
191,1.884956,1.805085,456
192,1.901786,1.805085,461
193,1.910714,1.783333,458
194,1.918919,1.775000,459
195,1.944954,1.766667,457
196,1.953704,1.743802,450
197,1.971963,1.743802,453
198,1.990476,1.727273,456
199,2.009804,1.722689,456
200,2.028846,1.715447,455
201,2.038461,1.696000,454
202,2.058824,1.693548,448
203,2.069307,1.672000,452
204,2.090909,1.669355,451
205,2.110000,1.661417,447
206,2.132653,1.645669,448
207,2.156250,1.642857,448
208,1.050955,3.928571,385
209,1.070064,3.818182,398
210,1.083871,3.733333,400
211,1.095541,3.659575,404
212,1.101911,3.604167,409
213,1.113208,3.540000,415
214,1.124224,3.480769,420
215,1.131250,3.415094,421
216,1.140127,3.377358,427
217,1.148387,3.296296,429
218,1.155280,3.263158,436
219,1.165644,3.220339,438
220,1.173077,3.155172,441
221,1.181250,3.150000,448
222,1.187879,3.111111,449
223,1.197368,3.033333,454
224,1.207317,3.046154,457
225,1.214724,3.000000,460
226,1.222892,2.985294,463
227,1.229814,2.911765,468
228,1.236364,2.914286,470
229,1.253012,2.888889,473
230,1.253012,2.849315,476
231,1.263804,2.821918,469
232,1.266667,2.786667,483
233,1.281437,2.779221,482
234,1.287425,2.721519,487
235,1.290909,2.730769,488
236,1.296970,2.675000,488
237,1.312883,2.675000,494
238,1.315152,2.646342,495
239,1.317365,2.619048,497
240,1.325444,2.604651,500
241,1.335404,2.590361,503
242,1.339506,2.552941,504
243,1.347305,2.556818,508
244,1.355030,2.544445,511
245,1.356725,2.494624,514
246,1.365269,2.505495,513
247,1.369048,2.473118,512
248,1.385093,2.450549,519
249,1.391566,2.431579,518
250,1.393064,2.434343,525
251,1.398734,2.402174,527
252,1.402439,2.395833,527
253,1.414201,2.390000,526
254,1.421687,2.360000,529
255,1.425150,2.356436,533
256,1.428571,2.330097,532
257,1.449102,2.326923,537
258,1.452381,2.323810,538
259,1.454545,2.307692,538
260,1.461078,2.280374,539
261,1.469136,2.266667,542
262,1.481707,2.271028,542
263,1.487805,2.259259,540
264,1.491018,2.243243,547
265,1.496063,2.235294,546
266,1.509091,2.223214,551
267,1.506098,2.205357,548
268,1.518519,2.196429,553
269,1.524096,2.181035,552
270,1.527273,2.172414,554
271,1.530120,2.170940,557
272,1.543210,2.173913,554
273,1.543210,2.155172,554
274,1.549383,2.145299,554
275,1.555556,2.135593,556
276,1.560976,2.115702,557
277,1.565217,2.100000,560
278,1.573171,2.097561,559
279,1.588957,2.088710,562
280,1.593750,2.073171,560
281,1.597484,2.065041,563
282,1.604938,2.063492,565
283,1.618750,2.055556,563
284,1.612500,2.031496,565
285,1.625000,2.031250,562
286,1.632911,2.015625,563
287,1.645161,2.023809,565
288,1.653846,2.000000,568
289,1.658228,2.000000,568
290,1.673333,1.992064,568
291,1.670968,1.977099,567
292,1.679487,1.969925,567
293,1.690789,1.961832,567
294,1.696774,1.962687,567
295,1.705882,1.947761,570
296,1.717105,1.933333,569
297,1.717105,1.919118,561
298,1.728477,1.919118,570
299,1.741722,1.905797,570
300,1.748344,1.899281,571
301,1.760274,1.903704,570
302,1.760000,1.885714,565
303,1.770270,1.884892,571
304,1.783784,1.872340,565
305,1.788732,1.867647,570
306,1.801370,1.852113,565
307,1.801370,1.839161,569
308,1.825175,1.838028,568
309,1.818182,1.818182,570
310,1.840278,1.815068,567
311,1.851064,1.812500,564
312,1.865248,1.801370,563
313,1.859155,1.795918,563
314,1.879433,1.790541,564
315,1.892086,1.777027,563
316,1.898551,1.770270,559
317,1.904412,1.761905,560
318,1.919708,1.753333,558
319,1.933333,1.740000,557
320,1.952756,1.734266,560
321,1.962406,1.728477,559
322,1.977273,1.717105,557
323,1.969466,1.708609,562
324,2.000000,1.710526,556
325,2.000000,1.697368,553
326,2.023438,1.692810,551
327,2.039683,1.679739,549
328,2.047244,1.677419,550
329,2.063492,1.666667,543
330,2.080645,1.653846,548
331,2.098361,1.641026,545
332,2.098361,1.641026,538
333,2.127119,1.629870,536
334,2.152542,1.617834,541
335,2.152542,1.617834,537
